mo	pairs_mo	BP_mo	lat_mo	lon_mo	Ntaxa_mo	method_mo	da	pairs_da	BP_da	lat_da	lon_da	Ntaxa_da	method_da	err_home_mo	err_home_da	distance	speed	area	subsistence	bearing	biome4	biome4_names	perc_b4	biome98	biome98_names	perc_b98	altitude	rugosity	npp
Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB,Imbabura-Colombia-OrienteQuechua,Colombia-OrienteQuechua	4	465	-0.072525	-76.3889	5	MD	Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB,Imbabura-Colombia-OrienteQuechua,Colombia-OrienteQuechua,OrienteQuechua	5	200	-1.940158	-76.81221	4	BT	161	151	213.175320121008	0.804	South America	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	268.83	20.07	1644.83
Ramu	173	4057	-4.557939	144.707	24	BT	Ramu,Agoan	1	1529	-4.456989	144.6431	2	BT	98	77	13.2880657277642	0.005	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	56.82	27.28	1882
Ramu	173	4057	-4.557939	144.707	24	BT	Ramu,Aian	1	2079	-4.679544	144.7296	2	BT	98	77	13.767311244534	0.007	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	56.82	27.28	1882
Ramu	173	4057	-4.557939	144.707	24	BT	Ramu,Goam	16	3330	-4.555004	144.7062	10	BT	98	82	0.338568417260119	0	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	56.82	27.28	1869
Ramu	173	4057	-4.557939	144.707	24	BT	Ramu,LowerRamu	15	3057	-4.473061	144.6882	8	BT	98	83	9.67617043175812	0.01	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	56.82	27.28	1869
Ramu,Goam	16	3330	-4.555004	144.7062	10	BT	Ramu,Goam,Ataitan	5	2493	-4.52544	144.7488	4	BT	82	82	5.76009097881477	0.007	Papuan	HG-SAGO	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	56.82	27.28	1882
Ramu,LowerRamu	15	3057	-4.473061	144.6882	8	BT	Ramu,LowerRamu,Ottilien	8	1653	-4.30572	144.7073	5	BT	83	80	18.7485564490683	0.013	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	100	Sea	100	59.87	63.19	1891
Ramu,LowerRamu	15	3057	-4.473061	144.6882	8	BT	Ramu,LowerRamu,Ruboni	2	1760	-4.341725	144.6802	3	BT	83	80	14.6471946175466	0.011	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	66.7	59.87	63.19	1891
Ramu,Goam	16	3330	-4.555004	144.7062	10	BT	Ramu,Goam,Tamolan	5	2250	-4.690816	144.7434	6	BT	82	80	15.6718508485464	0.015	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	56.82	27.28	1882
Ramu,Goam,Ataitan	5	2493	-4.52544	144.7488	4	BT	Ramu,Goam,Ataitan,Tangu-Igom	1	1569	-4.521409	144.7714	2	BT	82	77	2.54781123307403	0.003	Papuan	HG-SAGO	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	56.82	27.28	1895
Ramu,LowerRamu,Ottilien	8	1653	-4.30572	144.7073	5	BT	Ramu,LowerRamu,Ottilien,Bosngun-Awar	1	973	-4.221233	144.667	2	BT	80	77	10.4148689826117	0.015	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	61.21	63.41	1907
Ramu,LowerRamu,Ottilien	8	1653	-4.30572	144.7073	5	BT	Ramu,LowerRamu,Ottilien,Watam-Kaian	1	1040	-4.226046	144.7089	2	BT	80	77	8.87104743504488	0.014	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	61.21	63.41	1907
Ramu,LowerRamu,Ruboni	2	1760	-4.341725	144.6802	3	BT	Ramu,LowerRamu,Ruboni,Mikarewan	1	1680	-4.333714	144.6927	2	BT	80	77	1.64937872902902	0.021	Papuan	HG-SAGO	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	59.87	63.19	1891
Ramu,Goam,Tamolan	5	2250	-4.690816	144.7434	6	BT	Ramu,Goam,Tamolan,Breri-Romkun	1	1270	-4.757689	144.7524	2	BT	80	77	7.51093044692746	0.008	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	56.82	27.28	1895
Sahaptian	2	2594	45.6391	-118.552	5	MD	Sahaptian,Sahaptin	1	645	45.6391	-118.552	4	MD	119	132	0	0	North America	HG	NA	15	Temperate sclerophyll woodland	100	8	Temperate Grasslands, Savannas & Shrublands 	100	504.63	156.79	227
Saharan	10	4013	16.41728	19.34443	10	BT	Saharan,EasternSaharan	1	2519	14.67	25.83	2	MD	272	77	722.191572621281	0.483	Africa	AGR	EW	13	Tropical xerophytic shrubland	91.9	100	Sea	68.9	654.11	42.35	124.49
Saharan	10	4013	16.41728	19.34443	10	BT	Saharan,WesternSaharan	6	3495	15.95639	16.79354	8	BT	272	184	277.488487358494	0.536	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	13	Deserts & Xeric Shrublands 	100	273.21	19.1	168.03
Saharan,WesternSaharan	6	3495	15.95639	16.79354	8	BT	Saharan,WesternSaharan,Tebu	1	402	16.94655	16.07896	2	BT	184	77	134.049747131403	0.043	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	13	Deserts & Xeric Shrublands 	100	283	12.05	90.2
Saharan,WesternSaharan	6	3495	15.95639	16.79354	8	BT	Saharan,WesternSaharan,Kanuri-Kanembu	2	792	14.90089	13.82329	6	BT	184	170	339.691119866559	0.126	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	13	Deserts & Xeric Shrublands 	100	312.62	9	136.42
Saharan,WesternSaharan,Kanuri-Kanembu	2	792	14.90089	13.82329	6	BT	Saharan,WesternSaharan,Kanuri-Kanembu,Kanuric	1	596	14.2584	13.1571	4	MD	170	154	101.3236511896	0.517	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	327.65	15.97	208.5
Salishan	134	4089	48.84325	-122.7396	25	BT	Salishan,CoastSalish	43	2986	48.35509	-122.9349	16	BT	218	155	56.2114978833858	0.051	North America	HG-FISH	NS	15	Temperate sclerophyll woodland	100	100	Sea	100	-11.09	78.24	341
Salishan	134	4089	48.84325	-122.7396	25	BT	Salishan,InteriorSalish	15	2499	48.65842	-120.6981	8	BT	218	133	151.24089541585	0.095	North America	HG-FISH	EW	10	Evegreen taiga/montane forest	64.7	5	Temperate Conifer Forests 	94.1	889.18	350.01	354
Salishan,CoastSalish	43	2986	48.35509	-122.9349	16	BT	Salishan,CoastSalish,CentralSalish	39	2553	48.5737	-123.056	11	BT	155	124	25.9253329755886	0.06	North America	HG-FISH	NS	6	Warm mixed forest	100	100	Sea	100	-0.88	132.13	453
Salishan,InteriorSalish	15	2499	48.65842	-120.6981	8	BT	Salishan,InteriorSalish,SouthernInteriorSalish	7	2167	48.61494	-119.8185	5	BT	133	132	64.8868018073117	0.195	North America	HG-FISH	EW	10	Evegreen taiga/montane forest	75	5	Temperate Conifer Forests 	100	1526.27	408.76	277.25
Salishan,InteriorSalish	15	2499	48.65842	-120.6981	8	BT	Salishan,InteriorSalish,NorthernInteriorSalish	2	1956	48.78385	-120.5696	3	BT	133	110	16.8528303512918	0.031	North America	HG-FISH	NS	10	Evegreen taiga/montane forest	100	5	Temperate Conifer Forests 	100	1658.59	273.24	275
Salishan,CoastSalish	43	2986	48.35509	-122.9349	16	BT	Salishan,CoastSalish,Tsamosan	2	1476	48.08486	-123.3108	4	BT	155	102	41.0148051741061	0.027	North America	HG-FISH	NS	6	Warm mixed forest	100	100	Sea	100	12.66	193.38	421.67
Salishan,CoastSalish,CentralSalish	39	2553	48.5737	-123.056	11	BT	Salishan,CoastSalish,CentralSalish,StraitsSalish	1	1161	48.81813	-124.2218	2	BT	124	77	89.8761774956835	0.065	North America	HG-FISH	EW	6	Warm mixed forest	54.5	5	Temperate Conifer Forests 	81.8	242.38	203.36	416.27
Salishan,CoastSalish,CentralSalish	39	2553	48.5737	-123.056	11	BT	Salishan,CoastSalish,CentralSalish,SouthGeorgiaCentralSalish	3	2055	48.69734	-122.8385	3	BT	124	97	21.1056310048285	0.042	North America	HG-FISH	EW	15	Temperate sclerophyll woodland	75	5	Temperate Conifer Forests 	75	-15.9	82.63	407
Salishan,CoastSalish,CentralSalish	39	2553	48.5737	-123.056	11	BT	Salishan,CoastSalish,CentralSalish,Lushootseed-Puget	1	310	48.3023	-122.2945	2	BT	124	77	63.8398253914075	0.028	North America	HG-FISH	EW	15	Temperate sclerophyll woodland	62.5	5	Temperate Conifer Forests 	62.5	66.68	139.96	422.62
Salishan,CoastSalish,CentralSalish	39	2553	48.5737	-123.056	11	BT	Salishan,CoastSalish,CentralSalish,NorthGeorgiaCentralSalish	1	1393	48.82665	-123.1548	3	BT	124	97	29.078846476916	0.025	North America	HG-FISH	NS	6	Warm mixed forest	100	5	Temperate Conifer Forests 	100	-30.34	95.79	524
Salishan,InteriorSalish,SouthernInteriorSalish	7	2167	48.61494	-119.8185	5	BT	Salishan,InteriorSalish,SouthernInteriorSalish,Okanaganic	2	1648	48.34016	-119.5051	3	BT	132	138	38.3473578555915	0.074	North America	HG-FISH	NS	8	Cool conifer forest	100	5	Temperate Conifer Forests 	66.7	1225.9	534.08	306
Salishan,InteriorSalish,NorthernInteriorSalish	2	1956	48.78385	-120.5696	3	BT	Salishan,InteriorSalish,NorthernInteriorSalish,Thompsonic	1	1464	48.893	-120.4476	2	BT	110	77	15.0843316462927	0.031	North America	HG-FISH	NS	10	Evegreen taiga/montane forest	100	5	Temperate Conifer Forests 	100	1634.44	343.55	269.5
Salishan,CoastSalish,Tsamosan	2	1476	48.08486	-123.3108	4	BT	Salishan,CoastSalish,Tsamosan,InlandTsamosan	1	926	47.31293	-123.0491	2	BT	102	77	88.1391632986257	0.16	North America	HG-FISH	NS	6	Warm mixed forest	100	5	Temperate Conifer Forests 	90.9	17.87	216.93	439
Salishan,InteriorSalish,SouthernInteriorSalish,Okanaganic	2	1648	48.34016	-119.5051	3	BT	Salishan,InteriorSalish,SouthernInteriorSalish,Okanaganic,Kalispel-Spokane	1	529	47.51964	-116.9666	2	BT	138	77	210.208340819997	0.188	North America	HG-FISH	EW	7	Cool mixed forest	78.3	5	Temperate Conifer Forests 	91.3	860.7	257.03	362.91
Sentanic	2	3887	-2.508071	140.4626	4	BT	Sentanic,NuclearSentanic	1	1969	-2.6013	140.512	3	MD	79	82	11.7425746388025	0.006	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	302.58	184.69	1851.33
Sepik	321	4067	-4.104244	142.375	36	BT	Sepik,Nukuma	2	1376	-3.874927	142.5937	3	BT	115	81	35.2347523958499	0.013	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	60.69	62.91	1852
Sepik	321	4067	-4.104244	142.375	36	BT	Sepik,Ram	2	1656	-3.920182	142.2416	3	BT	115	83	25.2838014044229	0.01	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	41.34	16.04	1844
Sepik	321	4067	-4.104244	142.375	36	BT	Sepik,SepikHill	24	3111	-4.379157	142.6501	15	BT	115	92	43.2348334414186	0.045	Papuan	HG-SAGO	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	60.69	62.91	1837
Sepik	321	4067	-4.104244	142.375	36	BT	Sepik,SepikTama	4	2970	-4.035334	142.3903	6	BT	115	82	7.85690014334988	0.007	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	41.34	16.04	1830
Sepik	321	4067	-4.104244	142.375	36	BT	Sepik,YellowRiver	3	2102	-3.980391	142.156	3	BT	115	85	27.9547632283432	0.014	Papuan	HG-SAGO	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	41.34	16.04	1844
Sepik,Iwam-Wogamus	4	4369	-4.25154	142.317	4	MD	Sepik,Iwam-Wogamus,Iwamic	1	986	-4.252018	142.1506	2	BT	82	77	18.4726608671024	0.005	Papuan	HG-SAGO	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	41.34	16.04	1844
Sepik,Nukuma	2	1376	-3.874927	142.5937	3	BT	Sepik,Nukuma,Kwanga-Mende	1	1280	-3.919051	142.5672	2	BT	81	77	5.72612320968155	0.06	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	100	Sea	100	169.72	117.18	1795
Sepik,Ram	2	1656	-3.920182	142.2416	3	BT	Sepik,Ram,Pouye-Karawa	1	1575	-3.69933	142.018	2	MD	83	77	34.9464803650848	0.431	Papuan	HG-SAGO	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	196.32	115.55	1853
Sepik,SepikHill	24	3111	-4.379157	142.6501	15	BT	Sepik,SepikHill,CentralSepikHill	4	2605	-4.435209	142.75	9	BT	92	80	12.7230453956749	0.025	Papuan	HG-SAGO	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	80.05	109.79	1860
Sepik,SepikHill	24	3111	-4.379157	142.6501	15	BT	Sepik,SepikHill,WesternSepikHill	3	2798	-4.477868	142.6205	4	BT	92	88	11.4690399964764	0.037	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	80.05	109.79	1860
Sepik,SepikTama	4	2970	-4.035334	142.3903	6	BT	Sepik,SepikTama,Mehek-Pahi	1	1723	-3.962163	142.3897	2	BT	82	77	8.14563096949405	0.007	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	41.34	16.04	1859
Sepik,Iwam-Wogamus	4	4369	-4.25154	142.317	4	MD	Sepik,Iwam-Wogamus,Wogamusin-Chenapian	1	2756	-4.124533	142.3751	2	BT	82	77	15.5402899299543	0.01	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	41.34	16.04	1830
Sepik,SepikHill,CentralSepikHill	4	2605	-4.435209	142.75	9	BT	Sepik,SepikHill,CentralSepikHill,Bahinemic	1	1988	-4.449687	142.7419	4	BT	80	83	1.84545035457136	0.003	Papuan	HG-SAGO	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	80.05	109.79	1874
Sepik,SepikHill,CentralSepikHill	4	2605	-4.435209	142.75	9	BT	Sepik,SepikHill,CentralSepikHill,NuclearCentralSepikHill	1	1885	-4.46238	143.058	5	MD	80	81	34.3166559206631	0.048	Papuan	HG-SAGO	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	68.02	91.62	1873.4
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Kuki-Chin-Naga	416	3282	25.31648	94.22051	93	BT	620	192	165.132864259573	0.226	Eurasia	AGR	NS	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	247.63	200.61	953.79
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Bodic	529	2624	28.50309	90.01279	84	BT	620	436	521.668961466624	0.375	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	266.8	290.6	1008.37
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Brahmaputran	167	3037	26.60492	94.87987	42	BT	620	142	7.85382160335967	0.008	Eurasia	AGR	NS	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	343.9	289.97	966
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Sinitic	50	2810	28.58378	103.7924	26	BT	620	659	903.819550628444	0.751	Eurasia	AGR	EW	6	Warm mixed forest	64.1	1	Tropical & Subtropical Moist Broadleaf Forests 	65.2	1803.7	464.59	716.98
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Dhimal-Lhokpu-Toto	1	1777	26.7744	92.99569	3	BT	620	88	187.898122721591	0.084	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	173.79	136.75	1012.71
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Digarish	1	2102	28.56705	96.3418	2	BT	620	77	255.071753912129	0.133	Eurasia	AGR	NS	6	Warm mixed forest	64.3	1	Tropical & Subtropical Moist Broadleaf Forests 	57.1	919.12	440.75	1049.93
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Himalayish	30	3303	26.67093	91.7453	44	BT	620	122	312.034520078919	0.439	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	182.65	176.75	978.33
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Karenic	47	2313	22.29339	96.2425	20	BT	620	170	506.884033101518	0.298	Eurasia	AGR	NS	6	Warm mixed forest	71.7	1	Tropical & Subtropical Moist Broadleaf Forests 	54.7	957.93	449.58	1072.06
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Kho-Bwa	5	3081	26.39323	94.88313	7	BT	620	89	31.4155957483373	0.034	Eurasia	AGR	NS	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	343.9	289.97	966
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Kman-Meyor	1	1890	26.99525	95.54145	2	BT	620	77	74.5313733726552	0.035	Eurasia	AGR	EW	6	Warm mixed forest	77.8	4	Temperate Broadleaf & Mixed Forests 	66.7	869.26	456.66	1055.67
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Nungish	2	1468	27.50066	96.67171	3	BT	620	112	199.726469797586	0.078	Eurasia	AGR	EW	6	Warm mixed forest	54.5	1	Tropical & Subtropical Moist Broadleaf Forests 	68.2	883.09	449.9	1029.36
Sino-Tibetan	22234	4014	26.67544	94.88225	514	BT	Sino-Tibetan,Raji-Raute	1	2150	27.91393	92.21052	3	BT	620	95	298.085942087371	0.16	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	162.74	139.36	1013.47
Sino-Tibetan,Bodic	529	2624	28.50309	90.01279	84	BT	Sino-Tibetan,Bodic,Bodish	20	2505	28.59763	90.08086	54	BT	436	321	12.4523448014718	0.105	Eurasia	AGR	NS	23	Shrub tundra	100	10	Montane Grasslands & Shrublands 	100	5074.12	350.83	393
Sino-Tibetan,Bodic	529	2624	28.50309	90.01279	84	BT	Sino-Tibetan,Bodic,WestHimalayish	24	2551	29.07079	86.70314	15	BT	436	124	329.010288857436	4.507	Eurasia	AGR	EW	10	Evegreen taiga/montane forest	57.1	10	Montane Grasslands & Shrublands 	100	4850.82	368.04	194.26
Sino-Tibetan,Bodic	529	2624	28.50309	90.01279	84	BT	Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic	8	2550	28.23364	89.10197	13	BT	436	114	94.1229192353131	1.272	Eurasia	AGR	EW	10	Evegreen taiga/montane forest	90.9	10	Montane Grasslands & Shrublands 	100	4766.1	325.89	198.45
Sino-Tibetan,Brahmaputran	167	3037	26.60492	94.87987	42	BT	Sino-Tibetan,Brahmaputran,Bodo-Garo	47	2174	26.39526	92.8574	14	BT	142	133	202.830651522949	0.235	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	159.82	123.36	1010.95
Sino-Tibetan,Brahmaputran	167	3037	26.60492	94.87987	42	BT	Sino-Tibetan,Brahmaputran,Jingpho-Luish	2	2568	26.21709	94.6366	9	BT	142	215	49.5194149823836	0.106	Eurasia	AGR	NS	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	343.9	289.97	1005
Sino-Tibetan,Brahmaputran	167	3037	26.60492	94.87987	42	BT	Sino-Tibetan,Brahmaputran,Patkaian	15	2324	26.82794	95.4989	18	BT	142	116	66.3714031996757	0.093	Eurasia	AGR	EW	6	Warm mixed forest	77.8	1	Tropical & Subtropical Moist Broadleaf Forests 	55.6	837.95	461.84	1031.44
Sino-Tibetan,Burmo-Qiangic	419	4023	27.02295	98.82237	160	BT	Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese	159	3110	25.16038	99.54778	129	BT	186	391	219.65605881703	0.241	Eurasia	AGR	NS	6	Warm mixed forest	100	5	Temperate Conifer Forests 	58.3	2837.88	512.03	329.67
Sino-Tibetan,Sinitic	50	2810	28.58378	103.7924	26	BT	Sino-Tibetan,Sinitic,Min	6	2333	27.45715	110.66	5	BT	659	135	686.329984449707	1.439	Eurasia	AGR	EW	6	Warm mixed forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	83.1	668.67	207.33	904.59
Sino-Tibetan,Himalayish	30	3303	26.67093	91.7453	44	BT	Sino-Tibetan,Himalayish,Mahakiranti	188	3083	27.5297	88.9291	43	BT	122	124	294.988533421508	1.341	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	74.2	452.02	520.1	985.77
Sino-Tibetan,Kuki-Chin-Naga	416	3282	25.31648	94.22051	93	BT	Sino-Tibetan,Kuki-Chin-Naga,Karbic	1	212	26.68875	92.75742	2	BT	192	77	211.570206853571	0.069	Eurasia	AGR	NS	3	Tropical deciduous forest/woodland	52.2	1	Tropical & Subtropical Moist Broadleaf Forests 	100	981.4	362.71	932.3
Sino-Tibetan,Karenic	47	2313	22.29339	96.2425	20	BT	Sino-Tibetan,Karenic,CentralKaren	11	2085	21.43988	97.04709	8	BT	170	109	126.239798931328	0.554	Eurasia	AGR	NS	13	Tropical xerophytic shrubland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	713.45	266.97	649.27
Sino-Tibetan,Karenic	47	2313	22.29339	96.2425	20	BT	Sino-Tibetan,Karenic,PeripheralKaren	2	2044	21.69821	96.56986	5	BT	170	171	74.3735485687046	0.276	Eurasia	AGR	NS	13	Tropical xerophytic shrubland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	507.06	347.72	636.33
Sino-Tibetan,Karenic	47	2313	22.29339	96.2425	20	BT	Sino-Tibetan,Karenic,NorthernKaren	1	998	21.80416	95.94676	4	BT	170	88	62.4265270630816	0.047	Eurasia	AGR	NS	13	Tropical xerophytic shrubland	100	100	Sea	87.5	323.46	294.77	651.5
Sino-Tibetan,Kho-Bwa	5	3081	26.39323	94.88313	7	BT	Sino-Tibetan,Kho-Bwa,WesternKho-Bwa	1	1672	26.74743	93.73739	4	BT	89	84	120.694363085729	0.086	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	85.7	742.8	353.62	936.79
Sino-Tibetan,Kuki-Chin-Naga	416	3282	25.31648	94.22051	93	BT	Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin	51	1428	24.0723	93.73892	54	BT	192	213	146.816008209094	0.079	Eurasia	AGR	NS	5	Temperate conifer forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	1324.21	366.42	808.76
Sino-Tibetan,Burmo-Qiangic	419	4023	27.02295	98.82237	160	BT	Sino-Tibetan,Burmo-Qiangic,Na-Qiangic	57	3782	28.15437	99.62858	29	BT	186	248	148.962233134324	0.618	Eurasia	AGR	NS	6	Warm mixed forest	100	5	Temperate Conifer Forests 	64.7	2852.81	520.37	327.18
Sino-Tibetan,Kuki-Chin-Naga	416	3282	25.31648	94.22051	93	BT	Sino-Tibetan,Kuki-Chin-Naga,Tangkhul-Maring	1	1718	24.97921	94.43922	11	BT	192	93	43.5352728557459	0.028	Eurasia	AGR	NS	5	Temperate conifer forest	100	3	Tropical & Subtropical Coniferous Forests 	66.7	1413.69	305.62	1013
Sino-Tibetan,Macro-Tani	6	4053	27.52627	94.30668	12	BT	Sino-Tibetan,Macro-Tani,Tani	8	1371	27.71072	93.85931	10	BT	114	94	48.6696099744793	0.018	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	71.4	4	Temperate Broadleaf & Mixed Forests 	100	1088.54	514.84	1061.29
Sino-Tibetan,Kuki-Chin-Naga	416	3282	25.31648	94.22051	93	BT	Sino-Tibetan,Kuki-Chin-Naga,Zemeic	7	2014	25.74891	94.05828	7	BT	192	87	50.821285376424	0.04	Eurasia	AGR	NS	6	Warm mixed forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	1413.69	305.62	1013
Sino-Tibetan,Kuki-Chin-Naga,Angami-Ao	24	3630	25.17673	94.87888	18	BT	Sino-Tibetan,Kuki-Chin-Naga,Angami-Ao,Angami-Pochuri	20	2607	24.51559	94.04845	10	BT	97	98	111.594881237628	0.109	Eurasia	AGR	EW	6	Warm mixed forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	76.9	1391.53	425.36	1102.08
Sino-Tibetan,Bodic,Bodish	20	2505	28.59763	90.08086	54	BT	Sino-Tibetan,Bodic,Bodish,EarlyOldTibetan	51	1331	30.46914	88.51786	45	BT	321	308	257.520601329773	0.219	Eurasia	AGR	NS	10	Evegreen taiga/montane forest	100	10	Montane Grasslands & Shrublands 	100	4811.92	329.64	179.82
Sino-Tibetan,Bodic,WestHimalayish	24	2551	29.07079	86.70314	15	BT	Sino-Tibetan,Bodic,WestHimalayish,EasternWestHimalayish	8	1931	30.15334	83.66751	8	BT	124	128	317.528316032597	0.512	Eurasia	AGR	EW	23	Shrub tundra	64.7	10	Montane Grasslands & Shrublands 	94.1	4956.75	332.3	295.65
Sino-Tibetan,Bodic,WestHimalayish	24	2551	29.07079	86.70314	15	BT	Sino-Tibetan,Bodic,WestHimalayish,WesternWestHimalayish	4	1941	29.75589	82.99196	7	BT	124	92	367.84781480015	0.603	Eurasia	AGR	EW	23	Shrub tundra	51.3	10	Montane Grasslands & Shrublands 	92.3	4939.02	357.76	294.37
Sino-Tibetan,Brahmaputran,Bodo-Garo	47	2174	26.39526	92.8574	14	BT	Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic	3	1294	26.64882	92.37117	4	BT	133	104	56.0556919229626	0.064	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	114.39	114.15	1129
Sino-Tibetan,Brahmaputran,Bodo-Garo	47	2174	26.39526	92.8574	14	BT	Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic	15	1534	26.10845	92.47016	8	BT	133	117	50.1403008544709	0.078	Eurasia	AGR	EW	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	113.84	112.13	1127.29
